Entity Name,Entity ID,Entity Type,Research Destination Test,Independent Knowledge Test,Relationship Convergence,Long-Term Significance,Better Parent Assessment,Entity Worthiness Score,Recommended Knowledge Role,Supporting Evidence,Justification,Final Recommendation,Human Decision
Air Force analysts were described as having assessed the Baghdad Phantom as a genuine UAP.,claim-weaponized-8-1,claim,fail,fail,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,Air Force analysts were described as having assessed the Baghdad Phantom as a genuine UAP. scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #8 — Baghdad Phantom Analysis and the UFO “Silver Bullet”.,Recommend reduced destination prominence,pending
Alex Dietrich presents firsthand or professional experience relevant to the episode’s central subject.,claim-merged-14-1,claim,fail,borderline,fail,fail,yes,19,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,Alex Dietrich presents firsthand or professional experience relevant to the episode’s central subject. scores 19/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath MERGED Episode #14 — Pilots & Witnesses: Systematic UAP Reporting for Pilots.,Recommend reduced destination prominence,pending
Alex Wiggins reported seeing a glowing Tic Tac-shaped object emerge from the ocean.,claim-alex-wiggins-reported-ocean-emergence,claim,fail,borderline,fail,fail,yes,23,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,Alex Wiggins reported seeing a glowing Tic Tac-shaped object emerge from the ocean. scores 23/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #73 — USS Jackson Eyewitness Alex Wiggins.,Recommend reduced destination prominence,pending
Alleged 2012 Langley Triangle Encounter,claim-langley-triangle-2012,claim,fail,borderline,borderline,fail,no,31,Contextual Metadata,2 inbound; 4 outbound; 4 related entities; 0 references,Alleged 2012 Langley Triangle Encounter scores 31/100. only 4 neighboring entities and 6 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated.,Recommend reduced destination prominence,pending
Alleged USS Jackson Transmedium UAP Event,claim-uss-jackson-transmedium-objects,claim,fail,borderline,pass,fail,no,37,Contextual Metadata,3 inbound; 6 outbound; 6 related entities; 0 references,Alleged USS Jackson Transmedium UAP Event scores 37/100. 6 meaningful neighboring entities and 7 relationship types converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated.,Recommend reduced destination prominence,pending
American secrecy law can complicate effective congressional oversight of alleged UAP programs.,claim-secrecy-law-complicates-oversight,claim,fail,borderline,fail,fail,yes,23,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"American secrecy law can complicate effective congressional oversight of alleged UAP programs. scores 23/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #86 — Threats, Intimidation, Prosecution — The Daunting Risks for UFO Whistleblowers.",Recommend reduced destination prominence,pending
An allied aircraft reportedly fired an advanced missile at an unidentified object in the Middle East.,claim-weaponized-41-4,claim,fail,fail,fail,fail,yes,12,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,An allied aircraft reportedly fired an advanced missile at an unidentified object in the Middle East. scores 12/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #41 — Military Engagements with Unidentified Aerial Intruders.,Recommend reduced destination prominence,pending
An investigator previously entered the restricted Papoose Lake area,claim-an-investigator-previously-entered-the-restricted-papoose-lake-area,claim,fail,borderline,fail,fail,yes,15,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,"An investigator previously entered the restricted Papoose Lake area scores 15/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #109 — Bob Lazar in Austin, Syria UAP Debate, and Area 51 Access.",Recommend reduced destination prominence,pending
An MQ-9 sensor captured an unknown object near the Jordanian-Syrian border,claim-an-mq-9-sensor-captured-an-unknown-object-near-the-jordanian-syrian-border,claim,fail,borderline,fail,fail,yes,0,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,An MQ-9 sensor captured an unknown object near the Jordanian-Syrian border scores 0/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #108 — Syria UAP Video — Apparent Instantaneous Acceleration.,Recommend reduced destination prominence,pending
An unknown object crashed near Area 51,claim-object-crashed-near-area-51,claim,fail,borderline,fail,fail,yes,17,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,An unknown object crashed near Area 51 scores 17/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #95 — The Area 51 Crash Retrieval and Its Cover Story.,Recommend reduced destination prominence,pending
Andy Mead presents firsthand or professional experience relevant to the episode’s central subject.,claim-merged-15-1,claim,fail,borderline,fail,fail,yes,19,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,Andy Mead presents firsthand or professional experience relevant to the episode’s central subject. scores 19/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath MERGED Episode #15 — The Sounds of the Sky: The Galileo Project’s Search for UAP.,Recommend reduced destination prominence,pending
